source,sentiment_label,engagement,text,has_action_keywords,date_parsed
tiktok,Negatif,192.0,podcast nya ilang ya di youtube Densu? dihapuskah?,True,2026-01-06 20:06:53
tiktok,Negatif,191.0,"dah gua kata, template buzzer aja kalo uu perampasan aset gak disahkan krn ketuanya puan. pdhl kalo banyak yg setuju mau siapapun ketuanya ttp bisa disahkan!!",False,2026-01-08 05:09:24
facebook,Netral,190.0,Nasdem menilai pilkada melalui DPRD konstitusional dan selaras Pancasila. Mekanisme ini dinilai bentuk demokrasi perwakilan yang sehat.,True,2025-12-29 22:45:35
tiktok,Negatif,190.0,HAHAHA TERNYATA TNI JADI POLISI POLISIAN 😂,False,2025-05-06 20:29:32
tiktok,Netral,189.0,bisa buat konten begini artinya ada sinyal dan listrik ya kak,False,2025-12-20 06:49:27
threads,Negatif,188.0,Dukung PDIP MENOLAK…kalau dibiarin pilpres pun akan kembali nggak dipilih langsung….orba is back in full power 😡,True,2026-01-07 00:38:15
threads,Netral,188.0,"Itu soal mekanisme yg harus dibenerin, tapi bukan dengan menghilangkan pemilihan langsung.",True,2026-01-07 03:06:41
tiktok,Netral,187.0,What did the President of Venezuela did to be arrested? I’m lost please,False,2026-01-04 19:43:19
tiktok,Negatif,187.0,gw kalo jdi walikota nya malu seubun2🤣,False,2025-12-19 06:23:46
tiktok,Netral,187.0,OTTO LIKED THIS VIDEO OH MY GOD,False,2026-01-04 11:52:36
tiktok,Negatif,186.0,Otoriter & kemungkinan akan kembali ke rezim Orba,True,2026-01-04 06:04:28
tiktok,Netral,185.0,Cuba is next on the list,False,2026-01-05 01:45:52
tiktok,Negatif,185.0,"kaya muka2 bahaya yg d sblhnya,awas",True,2025-09-23 22:38:04
tiktok,Negatif,184.0,Sepertinya dia gak terima 🤣🤣🤣,False,2025-09-23 21:45:03
tiktok,Netral,184.0,mulai pasang strategi buat melancarkan 2 periode,False,2025-12-29 18:41:39
tiktok,Negatif,184.0,kertajati terkesan di paksa hidup,False,2025-01-16 19:40:37
tiktok,Negatif,183.0,Baru kaliini nyesel ambil keputusan yg pen nangis tiap hariii😭,False,2025-03-21 04:42:16
tiktok,Netral,182.0,bantuan udh sampai tpi di tahan sama GAM 🤣sama kelompok bazer jgk,False,2025-12-19 15:51:47
tiktok,Positif,182.0,"Ketika kekuasaan digunakan dengan tepat, maka masyarakat akan sejahtera",False,2026-01-07 07:50:27
tiktok,Positif,182.0,presiden saya yakin g paham ini,False,2026-01-03 05:10:52
tiktok,Positif,182.0,""" yg lain mungkin kurang doa "" hahahha lucu bgt ibu 😅😍",False,2025-12-05 17:30:12
tiktok,Netral,181.0,hasilnya apa dsri forum ntb itu? hanya kmpul dn makan😂,False,2025-05-30 05:36:36
tiktok,Positif,179.0,PLS CANTIK DAN MENGANDUNG,False,2026-01-01 05:40:31
tiktok,Netral,179.0,Kucari2...yg nyanyi sebelah mana ya...,False,2026-01-01 22:50:02
facebook,Negatif,179.0,Kemunduran Demokrasi...,True,2025-12-30 04:23:11
tiktok,Negatif,179.0,bapa desa keringat dingin🤣🤘,False,2026-01-06 23:00:20
facebook,Netral,178.0,"DPR RI mulai buat sensasi 2026. Wacana pilkadah dipilih DPRD, apakah anda setuju? bukankah dipilih oleh dprd ibarat pembungkaman hak prerogatif rakyat utk menentukan pemimpinnya? fritzalorboy dprd pilkada Advokat Fritz Alor Boy",False,2026-01-05 01:33:29
tiktok,Negatif,178.0,Orang2 ini lagi 🤣🤣,False,2025-09-04 17:08:11
tiktok,Negatif,178.0,salah pilih gubernur mudahan kd salah pilih laki nah😭,False,2026-01-07 10:33:30
tiktok,Netral,177.0,Gubernur Kalsel & Kaltim nih kyanya 1 circle 😂😂,False,2026-01-08 14:39:13
tiktok,Netral,176.0,ibu ngambek hasilnya ga bagus😭,False,2026-01-04 20:10:18
tiktok,Netral,176.0,gubernur banten kerja nya apa 🗿,False,2025-11-07 10:09:47
tiktok,Netral,176.0,cung tangan yang dari Riau🤚,False,2025-11-05 18:18:38
instagram,Positif,176.0,wah PDIP single,False,2026-01-06 09:30:42
tiktok,Positif,175.0,Tp 2029 ingat terus lho…,False,2026-01-07 19:52:30
tiktok,Negatif,175.0,Ai atau gak ni,False,2026-01-01 22:38:17
tiktok,Negatif,174.0,"Pada kenyataan nya 10 thn kepemimpinan Jokowi, tdk pernah ada demo2, negara Indonesia damai, tdk seperti sebelum bahkan setelah kepemimpinan nya, banyak sekali demo",True,2025-08-29 05:47:20
tiktok,Negatif,173.0,pantesan jalannya ga ada yg bagus.di riau,False,2025-11-06 11:33:29
tiktok,Netral,172.0,PADA NGERTI ME TIME GAK SI 😭😭,False,2025-06-03 19:06:19
tiktok,Netral,172.0,"Inevitable when there is no difference between labour and conservatives, people either won’t vote or will vote on the extremes",False,2025-12-17 18:58:31
instagram,Positif,172.0,Maju Banteng 🔥 Panjang Umur Perjuangan 😇,False,2026-01-06 19:47:00
tiktok,Negatif,171.0,"saya sakit hati banget.. sri mulyani bilang GURU ADALAH BEBAN NEGARA.. 😭😭😭.., APAKAH DIA TDK MELIHAT SEJARAH DULU MALAYSIA AJA PERNAH IMPORT GURU DARI INDONESIA😭😭😭😭",False,2025-08-31 10:15:39
tiktok,Netral,171.0,Man bleibt denn HSV treu egal wer geht wer kommt Nur der HSV,False,2026-01-02 20:32:03
tiktok,Negatif,171.0,"aku yakin namping tipe mami yg lemah lembut, keng yg galak ke anak2 😭",False,2026-01-01 09:13:51
tiktok,Negatif,170.0,mundur lagi kejaman ORDE BARU,False,2025-12-30 15:27:56
tiktok,Netral,169.0,Si sawit lagiiii[angry] [sticker],False,2026-01-06 14:45:51
tiktok,Netral,167.0,"Je comprends maintenant pourquoi il disait ”Ici” . Donc il était aux USA , je pensais que c’était au Gabon",False,2025-07-16 19:05:23
tiktok,Netral,167.0,gubernur untuk calon presiden masa depan.... 👍🔥🔥🔥🔥🔥🔥🔥🔥,False,2025-12-19 10:21:56
tiktok,Negatif,167.0,berapa lawas sdah banjir.. maka hnyar ja hndak turun mana masih betakun pulang di mana nya..,False,2026-01-07 09:15:47
tiktok,Negatif,167.0,pandji sama slank tuh 11/12 sama² lagi laper 🤣,False,2026-01-04 11:28:13
tiktok,Negatif,165.0,prabowo penipu,False,2025-12-19 15:58:05
tiktok,Negatif,165.0,"alasan saja hanya untuk penghilangan demokrasi, MBG itu di hilangkan buang2 anggaran saja 😏😅",True,2025-12-29 15:50:54
tiktok,Netral,164.0,Tolong di Jaga ketat ibu gubernur nya. Tuhan Yesus memberkati ya bu🥰,False,2025-02-08 00:15:42
tiktok,Netral,163.0,berarti pemikiran ibu ini seperti bapak presiden dan bapak KDM,False,2025-09-14 08:33:53
tiktok,Positif,162.0,cocok utk jd next capres. aamiin,False,2026-01-02 12:36:36
facebook,Netral,162.0,"Golkar, Gerindra, PAN, dan PKB Kompak Dukung Pilkada Lewat DPRD",False,2025-12-30 04:43:43
tiktok,Negatif,162.0,Muka pak kadesnya dah putih tulang ituuu. Gemetar tangan pegang mix… luarrr biasa emang bugub mah 🥰,False,2026-01-06 23:37:33
tiktok,Negatif,162.0,kenapa da gubernur nya aja😂😂,False,2026-01-07 12:15:00
tiktok,Netral,161.0,"""How to stop rasism?"" ""Stop talking about it."" Samma gäller här, acceptera å gå vidare?",False,2025-11-26 02:26:51
tiktok,Netral,161.0,gaji 3jt muka istri jeunk menantuna gloup🤭,False,2026-01-07 05:56:24
tiktok,Netral,161.0,il a parfaitement raison,False,2025-07-16 19:15:20
instagram,Netral,160.0,"Mereka mengusulkan ini karena MPR, DPR dan DPD memang bukan murni wakil rakyat, tapi murni wakil partai yang notabene menguasai lembaga eksekutif.",False,2025-12-09 23:21:01
tiktok,Negatif,160.0,PERTANYAANNYA BAGAIMANA BISA TIDAK TERDATA DIDATABASE KALAU HONOR SUDAH PULUHAN TAHUN...?? 🤔,False,2026-01-06 10:01:37
facebook,Netral,160.0,Politikus PDI-P Guntur Romli menolak usulan pemilihan kepala daerah (pilkada) dipilih DPRD. Ia menegaskan PDI-P tetap menginginkan pilkada langsung oleh rakyat.,True,2025-12-29 06:33:36
tiktok,Netral,160.0,Weird that mass deportation is called “extreme” but not mass importation,False,2025-12-17 22:01:56
tiktok,Negatif,157.0,yg bikin VT gak paham konsep arti ISTIMEWA YOGYAKARTA.... pemerintah tidak akan melupakan jas merah...,False,2025-02-28 11:05:40
tiktok,Negatif,157.0,aing heran sama yg pada ketawa itu lucunya dari mana coba,False,2026-01-05 15:37:03
tiktok,Netral,156.0,orde baru di bangkitkan oleh antek 2 orba,False,2026-01-07 06:38:50
tiktok,Netral,155.0,panji idolanya artis Yaman 😂,False,2026-01-05 13:12:51
tiktok,Negatif,155.0,ya Allah pak.. istirahat aja lah pak.. menikmati masa tua,False,2026-01-07 17:50:23
tiktok,Negatif,154.0,kalau kita enggak memilih anggota dprd bagaimana ?,False,2025-12-29 20:39:01
tiktok,Positif,154.0,"Berasal dari suku yg sama sunda tapi seperti 2 dunia yg berbeda, smoga warga banten d beri rejeki yg luas berkah dari kesabarannya 😊🙏",False,2026-01-08 09:37:09
tiktok,Netral,154.0,Améliorez juste votre système éducatif et créez des emploies vous verrez les résultats,False,2025-07-16 21:42:34
tiktok,Netral,154.0,"Chán, đang làm đơn xin ra Công giáo đây.",False,2025-10-10 06:00:23
facebook,Netral,153.0,"PDI Perjuangan secara konsisten memegang prinsip bahwa kedaulatan berada di tangan rakyat. Pemilihan kepala daerah secara langsung bukan sekadar mekanisme elektoral, melainkan perwujudan hak konstitusional warga negara untuk menentukan pemimpinnya sendiri. Dalam pandangan ini, rakyat bukan objek politik, tetapi subjek utama demokrasi. Menyerahkan kembali pemilihan kepala daerah kepada DPRD berisiko menjauhkan rakyat dari proses pengambilan keputusan yang menyangkut masa depan daerahnya. Demokrasi akan kehilangan ruhnya ketika partisipasi rakyat dipersempit dalam ruang-ruang formal kekuasaan. Sikap ini bukan tentang menegasikan pandangan politik lain, melainkan menjaga marwah demokrasi agar tetap berpijak pada kehendak rakyat. Karena pemimpin yang lahir dari pilihan rakyat akan memiliki legitimasi moral, tanggung jawab publik, dan ikatan langsung dengan aspirasi masyarakat yang dipimpinnya. Demokrasi yang kuat adalah demokrasi yang memberi ruang seluas-luasnya bagi rakyat untuk berdaulat🤟🤟🤟",True,2026-01-07 01:53:56
tiktok,Positif,153.0,"Andra Soni lgsg di peringatkan itu kode buat Andra Soni agar mampu mengimplementasikan misi Prabowo bagi rakyatnya. jika korupsi habis sama Prabowo, mantap jenderal Prabowo bahasa lgsg ke pointnya. yg bener kau jadi gubernur, awas lu...",False,2025-11-06 17:53:43
tiktok,Negatif,152.0,"PERCAYALAH APA YG DI OMONGIN , DIA SENDIRI SAJA TDK PAHAM",False,2025-12-17 13:40:09
tiktok,Negatif,152.0,selalu menangis melihat mualeem.. mana wajahnya vibes nya mirip Saddam Hussein lagi .sehat-sehat ya mualeem🥺🥺,False,2025-12-14 20:56:54
tiktok,Netral,151.0,yg lain ada yg mau mimin bantu debutin ga? 😎,False,2026-01-08 11:02:30
tiktok,Netral,150.0,Apa hak saya untuk bertanya kenapa anak saya begitu cpt di panggil😭😭,False,2025-10-09 09:31:25
tiktok,Netral,149.0,Terus suarakan pa feri.. mewakili suara rakyat,False,2026-01-08 02:21:38
instagram,Negatif,148.0,"sareng eta nu demo nembe pak masalah studytour , omat pa ULAH DI ACC PA , saya selaku orang tua murid sangat memberatkan adanya studytour pa . hatur nuhun",True,2025-07-21 13:14:24
tiktok,Negatif,148.0,komen tiktok banyak bgt buzzernya ampun dah,False,2025-09-04 18:00:31
tiktok,Netral,148.0,izinnn mangap bareng,False,2026-01-04 13:25:24
tiktok,Negatif,147.0,"handakai ninggi krmh,duit nya kdd ngulai",False,2026-01-06 02:49:41
threads,Negatif,147.0,"Kenapa banyak yang baper?, jangan pernah ngefans 100% pada pejabat, siapapun dia, SIAPAPUN DIA, sisakan ruang waspada. Apalagi sampai mendewa dewakan.",False,2026-01-04 03:26:28
threads,Negatif,146.0,"Maaf nih pak gub , gimana ya ngomong nya. Klip yg di comot pak gub itu bukan tentang kinerja loh. Udah ah, serem netizen pak gub mah.",False,2026-01-04 02:34:23
tiktok,Netral,145.0,Many members… 😚🙈how many babys are there I only know about their elder son and younger son 😭❤️😚 …..,False,2025-12-30 17:40:07
tiktok,Negatif,145.0,"ketika ada masalah politik yg selalu di salahkan pasti gibran, atau gak pak jokowi🗿 gak mungkin sahroni lagi",False,2025-09-18 10:34:28
tiktok,Netral,145.0,yang penting saya perform,False,2025-09-14 09:10:10
tiktok,Negatif,144.0,Ini menteri luar negeri kok sibuk ngurusi pilkada ya ? Pantas diplomasi ini sekarang gagap tidak seperti jaman dulu,False,2025-12-31 08:01:33
tiktok,Netral,144.0,Kata bye bye itu akhir dari karier kades ya,False,2026-01-07 06:28:05
tiktok,Negatif,144.0,😭😭😭yg harus diganti itu rakyatnya 😭😭 sebaik itu banyak kali pembencinya.. sehat selalu mas gibran,True,2026-01-02 16:47:25
tiktok,Negatif,143.0,MPR & DPR itu hy mewakili partai mereka.bkn mikirin rakyat,False,2025-12-30 18:57:05
tiktok,Positif,143.0,"udah bagus baguss gerakan pak dedii muliyadi, tpiaaa adh ajh yygg gk suka memang dahh gk bisa benar di indo",True,2025-05-30 05:58:47
tiktok,Negatif,143.0,"it's a crying shame that people who actually uphold and make the society move, such as teachers, construction workers, and small business, gets absolutely discarded and disrespected to make politicians rich 😢 I'm sorry we from outside can't do much but know that we support your protests and struggles, if there's anything we can do please tell us! love from 🇲🇽",False,2025-08-30 22:55:25
tiktok,Netral,143.0,Sao ko bảo chúa ngăn nước hộ nhỉ,False,2025-10-10 17:54:26
tiktok,Negatif,143.0,KLO gitu kita se7 TDK usah pilih DPR dr partai mana pun biar DPR bubar,False,2025-12-29 20:42:29
instagram,Netral,143.0,"4 provinsi lagi kena bencana, malah bahas pilkada 🥱",False,2025-12-29 15:10:16
instagram,Netral,142.0,Orde Baru - Baru lagi,False,2025-12-30 00:59:15
tiktok,Netral,140.0,The UK needs proportional representation in it's elections!,False,2025-12-17 21:34:32
tiktok,Netral,139.0,"ini video terakhir, sebelum beliau meninggal😭",False,2025-12-25 21:04:10
tiktok,Negatif,139.0,punya nilai 11/100 di pilih jadi pemimpin yaa kacau,True,2026-01-04 12:54:12
tiktok,Netral,139.0,"Klo smp terjadi pemilihan gubenur,bupati,walkot di pilih DPRD,kembali lgi ke jaman orba",False,2026-01-07 05:23:55
instagram,Negatif,138.0,Takut ga bs makan,False,2026-01-06 09:05:08
tiktok,Negatif,138.0,Kodim tidak berhak sita.... yg berhak itu satpol pp,False,2025-05-06 21:06:37
tiktok,Netral,137.0,Cuba needs to sit down,False,2026-01-04 23:50:16
instagram,Positif,137.0,Saya sangat setiap dan selalu biru. 🔵.. Untuk demokrat karena saya anggap sangat pro rakyat... Tapi untuk saat ini.. Saya berjuang bersama 🐂🐂,True,2026-01-06 09:51:39
instagram,Negatif,136.0,"Masih 1 Januari loh, negara ngasih kabar buruk mulu.",False,2026-01-01 04:24:58
facebook,Netral,136.0,"2029,jgn pilih calon DPR/DPRD dari ke 5 partai yang setuju pilkada di pilih oleh DPR/DPRD...",False,2025-12-30 04:41:40
tiktok,Netral,136.0,"asa gugup eta jawabna kade,,ah",False,2026-01-06 21:21:45
tiktok,Netral,136.0,PDIP eekuasa 10 tahun tak pernah ubah demokrasi tapi ada yang baru satu berkuasa mau ubah tatanan demokrasi,True,2026-01-02 21:52:14
tiktok,Negatif,136.0,kok cuma 1 yang masuk,False,2026-01-07 14:37:40
instagram,Netral,136.0,Kali ini dukung PDIP,False,2026-01-06 17:06:05
tiktok,Netral,135.0,Pertamanya nangis di akhirnya joged🤣🤣🤣,False,2026-01-05 21:12:26
tiktok,Positif,135.0,"dear indonesia, im from malaysia, smoga Allah permudahkan sgala urusan kmu. amin",False,2025-08-31 09:28:31
instagram,Negatif,134.0,Artinya Gerindra dukung Orde Baru ?,False,2026-01-02 10:17:57
tiktok,Negatif,134.0,SUDAH SAYA PREDIKSI SEBELUM PILPRES.. JIKA PRABOWO JD PRESIDEN.. MAKA ORBA AKAN BANGKIT LAGI...,False,2026-01-07 13:41:16
threads,Negatif,134.0,"Panji ga sekalian kritik anis, lu diem2 bae pas anis jd gubernur pdhl ga ada prestasinya anyiiiing",False,2026-01-04 03:45:23
tiktok,Negatif,133.0,udah pahamkan sekarang masa gapaham,False,2026-01-04 11:41:02
threads,Netral,133.0,"Kalo Pilkada lewat DPRD, yang jadi Gubernur DKI Jakarta Ridwan Kamil, bukan Pramono Anung 😌",False,2026-01-06 12:06:22
instagram,Netral,133.0,"TANDAIN GOLKAR, GERINDRA, PKB , PAN",False,2026-01-01 10:48:48
tiktok,Negatif,132.0,jawabanya.kd masuk di akal oleh pikiran manusia.pengalihan hujan..merubah takdir allah taala...yg bagusnya di cari kan solusi untuk menangulangi masyarakat terdampak.,False,2026-01-05 14:32:50
tiktok,Negatif,132.0,"Pada akhirnya masuk partai juga, makanya kalo kuliah yg paling vokal itu ya mereka juga cari muka, bukan hanya sekedar vokal terhadap isu yg ada. Tapi mudah”an lah, tidak jadi kacung ketua partai nanti klo jadi.",False,2026-01-06 22:28:03
instagram,Netral,131.0,Sontoloyo. Cuma PDI P 🦬 yg MENOLAK🔥,True,2026-01-06 08:25:47
tiktok,Negatif,131.0,"yang seperti ini jadi kades, padahal banyak yang lebih pinter dan cakap",False,2026-01-07 05:46:43
tiktok,Negatif,131.0,"Aku Pendukung Sherly Tjoanda, Mau lihat Pertarungannya dengan Pak Purbaya dan Ahok",False,2025-10-17 20:46:44
tiktok,Netral,131.0,panji terus bersuara. KDM terus berkarya,False,2026-01-05 15:13:48
facebook,Netral,130.0,"Silahkan rujuk Putusan MK 110/PUU-XXII/2025, Pilkada yang konstitusional itu yang dipilih Rakyat,,, terserah mayoritas Parpol mendukung Pilkada tidak langsung dalam Revisi UU Pemilu, namun akan dibatalkan MK dalam judicial review nanti😁",True,2026-01-07 03:48:46
tiktok,Negatif,130.0,"Aku sedari antam 1 gr masih 1,2 jt sudah rajin inves alhamdulillah skrng habis 😂",False,2026-01-07 16:41:42
tiktok,Negatif,130.0,"kurang dikiiiiit aja jujurnya ibu gubernur ini, langsung nama dan siapa, jangan pakai inisial si bapak🎉",False,2025-10-17 21:14:21
tiktok,Negatif,129.0,RAKYAT TIDAK TIDUR BAHLULLL,False,2025-11-02 17:26:52
facebook,Negatif,128.0,"Wong jelas membegal suara rakyat kok dibilang berpihak ke rakyat.. kepala daerah itu harus mengakar ke bawah (rakyat) bukan mengakar ke atas (pusat, partai dan DPRD)..",True,2025-12-31 11:42:27
instagram,Negatif,127.0,Semuanya ayo dukung PDIP tahun 2029 nanti ok,False,2026-01-06 14:29:11
tiktok,Netral,126.0,nanyain lowongan pekerjaan di jawab pendidikan ASTAGFIRULLAH ENGG NYAMBUNG 😭😭😭😭,False,2025-12-17 06:14:10
tiktok,Negatif,125.0,"Beliau raja trah mataram, beda kelas boss 😂",False,2025-08-30 14:15:58
tiktok,Positif,125.0,"prabowo itu tidak bisa pencitraan beda dg jokowi, tp prabowo itu tulus, klo belum kenal ya boleh beprasangka macam2",False,2026-01-04 08:42:17
facebook,Netral,125.0,Partai Golkar mengusulkan pilkada lewat DPRD untuk kurangi ongkos politik. Gerindra setuju mendorong perubahan sistem demi efisiensi dan partisipasi publik.,False,2025-12-29 10:35:53
tiktok,Negatif,124.0,kejam betul sama rakyat kecil,False,2025-01-27 20:15:01
tiktok,Negatif,124.0,turunkan gubernurnya..demo berataan ganti yg amanah,True,2026-01-06 23:01:09
instagram,Negatif,123.0,"Saiki lak di logika. Rakyat ae muak karo DPR,DPRD. Mosok pemimpin e kon milih kro dpr,dprd.. gubernur / walikota malih ndak onok janji jani manis neh + progam progam kedepan gak bakal enek?",False,2026-01-08 08:20:11
threads,Negatif,123.0,"Saya pikir PDI-P partai yg buruk saat berkuasa, ternyata GERINDRA lebih buruk lebih busuk saat berkuasa.",False,2026-01-02 14:02:53
tiktok,Netral,123.0,Ändå så är han typ top 3 bästa spelare i svenska JVM laget (hans spelförståelse är på en annan nivå),False,2026-01-05 19:19:11
tiktok,Negatif,122.0,pak iqbal makin kaya buruhnya makin sengsara🤣,False,2026-01-08 17:54:03
tiktok,Netral,122.0,isi komennya sesuai expetasi 😂😂😂,False,2026-01-07 16:36:00
tiktok,Negatif,122.0,JANGAN PILIH KADES INI LAGI,False,2026-01-07 10:19:28
tiktok,Netral,122.0,Detta här är musik och artister på riktigt. I en värld av autotune och ghostwriting visar de äkta talang,False,2025-05-04 08:01:29
tiktok,Netral,122.0,Dom blir typ kränkta när dom hör att de inte är unikt,False,2025-11-25 20:49:06
tiktok,Negatif,121.0,"presiden ketuaan wapres kemudaan 🤣, SEMUA YG BURUK DIPAKSAKAN 🤣",False,2026-01-07 19:24:00
tiktok,Netral,121.0,In the end it was always about the oil 😂,False,2026-01-04 00:44:43
threads,Negatif,120.0,"Emang bener si pandji, trbukti si KDM malah dipuja2 krna pencitraannya, gk kapok2 dgn jurus pencitraan busuk, jelas2 si KDM tu termul jg, bego jgn dipiara woy 🤣",False,2026-01-04 02:47:30
tiktok,Negatif,120.0,nyesel gak milih praroro?,False,2025-12-30 14:28:11
tiktok,Netral,120.0,maaf lah barataan. ulun manyasal sumalam milih🙏,False,2026-01-07 16:43:19
tiktok,Netral,120.0,"I’m an English teacher at a public school in a small town in Vietnam. My monthly salary is around $260, but I still struggle with my living standards. I don’t know how people can manage to live on just $20–100 a month",False,2025-08-31 12:31:45
tiktok,Netral,119.0,Save-mix of mom and dad pung-dad Otto- mom Very balanced,False,2026-01-06 00:38:20
tiktok,Netral,119.0,"PDIP tdk perlu gentar wlpn di keroyok rame2..partai koalisi , PDIP ttp solid berkoalisi dgn rakyat",False,2026-01-07 16:42:31
facebook,Netral,118.0,"WACANA PILKADA LEWAT DPRD... ADA 6 FRAKSI SUDAH BERGABUNG Wacana pemilihan kepala daerah (pilkada) lewat DPRD berpeluang terealisasi setelah Partai Demokrat tegas menyatakan berada satu barisan dengan Presiden Prabowo Subianto. Total ada enam fraksi yang tegas menyatakan dukungan usulan tersebut, yakni Fraksi Gerindra, Golkar, PKB, NasDem, PAN, dan Demokrat. Sementara itu PKS ingin agar pilkada via DPRD hanya berlaku untuk tingkat kabupaten, sedangkan untuk gubernur dan wali kota tetap dipilih secara langsung beritaviral",True,2026-01-07 15:00:40
tiktok,Negatif,118.0,jadi kita mundur ke orba lagi nih???,False,2025-12-30 13:42:24
tiktok,Negatif,117.0,"kalau aja dulu kita merdeka ya pengen banget rasa merdeka aja sakit banget hati sama kejadian ini disepelein terus, yaAllah kami mau merdeka aja 😭",False,2025-12-14 14:46:24
tiktok,Netral,117.0,"lapor pak presiden, gubernur kami sdh ngalilu",False,2026-01-08 03:48:19
instagram,Negatif,117.0,Hebat tanpa teks👏,False,2025-07-21 13:07:38
tiktok,Negatif,116.0,botak Panji kapan pak Dedi Mizwar jadi gebenur Jawa Barat......,False,2026-01-05 08:51:14
tiktok,Negatif,116.0,sebenarya bantuan banyak tapi di hambat sama merwka sendiri demi menarik simpati asing,False,2025-12-19 22:07:06
tiktok,Negatif,116.0,Abdul wahid ke rakyat be like: tamatlah sudah.. cerita kami.. selesai..,False,2025-11-05 17:44:31
instagram,Netral,116.0,PDIP is the best😍👏👏👏,False,2026-01-06 19:07:57
facebook,Netral,116.0,"𝗧𝗼𝗹𝗮𝗸 𝗣𝗶𝗹𝗸𝗮𝗱𝗮 𝗟𝗲𝘄𝗮𝘁 𝗗𝗣𝗥𝗗 = 𝗣𝗲𝗹𝗶𝗵𝗮𝗿𝗮 𝗗𝗲𝗺𝗼𝗸𝗿𝗮𝘀𝗶 𝗠𝗮𝗵𝗮𝗹 𝗱𝗮𝗻 𝗞𝗼𝗿𝘂𝗽. (Husni Difinubun) JAYAPURA, Penolakan terhadap usulan pemilihan kepala daerah melalui DPRD semakin membuka wajah asli kelompok-kelompok yang selama ini diuntungkan oleh mahalnya demokrasi langsung. Usulan Ketua Umum Partai Golkar Bahlil Lahadalia jelas sah secara konstitusional, namun justru diserang oleh pihak-pihak yang tampak alergi terhadap upaya menekan biaya politik. Dukungan Partai Gerindra, Partai Amanat Nasional (PAN), dan Partai Kebangkitan Bangsa (PKB) memperlihatkan bahwa wacana ini bukan agenda sepihak, melainkan kesepakatan politik rasional demi menyelamatkan keuangan negara dan moral demokrasi. Kelompok penolak terus berteriak “kemunduran demokrasi” tanpa pernah menjawab fakta paling telanjang: Pilkada langsung adalah mesin pembakar uang. Anggaran negara terkuras, kandidat terjerat utang politik, dan rakyat dijadikan objek mobilisasi transaksional. Mereka yang menolak tidak pernah jujur menjelaskan, siapa sebenarnya yang diuntungkan dari sistem mahal ini? Lebih buruk lagi, Pilkada langsung telah melahirkan lingkaran setan korupsi. Kepala daerah terpilih sibuk mengembalikan modal, membayar sponsor politik, dan mengamankan jaringan pendukung. Inilah realitas yang terus disangkal oleh para penolak, seolah-olah menutup mata adalah bentuk keberpihakan pada demokrasi. Pemilihan melalui DPRD justru mengembalikan demokrasi ke jalur konstitusi. DPRD adalah lembaga representatif hasil pemilu rakyat. Menolak peran DPRD sama saja dengan merendahkan suara rakyat yang telah memilih wakilnya secara sah. Kelompok penolak kerap menjual narasi seakan rakyat akan kehilangan hak pilih. Ini adalah ketakutan buatan yang sengaja diproduksi untuk mempertahankan status quo. Hak politik rakyat tetap ada melalui pemilu legislatif. Yang dipangkas hanyalah biaya politik liar dan praktik transaksional. Ketua Umum Golkar Bahlil Lahadalia dengan lugas menyasar inti persoalan: demokrasi tidak boleh disandera oleh ongkos politik yang tidak masuk akal. Negara berhak dan wajib melakukan koreksi. Menolak koreksi ini berarti memelihara sistem rusak yang telah terbukti gagal. Dukungan Gerindra, PAN, dan PKB mempertegas bahwa pemerintah memiliki legitimasi politik yang kuat. Kini publik patut bertanya: apakah penolakan ini benar demi rakyat, atau demi kepentingan elite dan cukong politik? Sudah saatnya Indonesia berhenti dikendalikan oleh romantisme demokrasi mahal. Pilkada lewat DPRD adalah pilihan konstitusional, rasional, dan berani. Siapa pun yang menolak tanpa argumen jujur, patut dicurigai sedang mempertahankan ladang bisnis politik... PilkadaDPRD pilkada",True,2026-01-03 06:31:20
tiktok,Negatif,116.0,Dia kalo di sejajarin sama mentri juga banyakan dia rakyatnya 😭,False,2025-12-29 15:10:28
tiktok,Negatif,115.0,kasih salam olah raga kelamaan,False,2025-11-12 08:39:17
tiktok,Negatif,114.0,dia sdh kaya dr beni laos.,False,2025-12-20 20:32:27
instagram,Netral,114.0,Demi mempertahankan kekuasaan 🔥,False,2026-01-06 07:45:21
tiktok,Negatif,114.0,"PDIP itu jangan kasih kekuasaan, dia itu bagus kalau menjadi oposisi 🗿",False,2026-01-08 06:27:57
tiktok,Netral,114.0,"skill ibu udah macam avatar yaa serba bisa, kecuali mungkin review makanan 😌",False,2026-01-04 19:09:26
tiktok,Negatif,113.0,anjir masuk indosiar🤣🤣,False,2026-01-07 18:32:49
instagram,Negatif,113.0,makannya jgn MONEY POLITIK !!!,False,2026-01-07 08:17:49
tiktok,Negatif,112.0,hadir salah ga hadir juga salah,False,2025-09-18 10:28:54
tiktok,Negatif,112.0,teruss apa itu demokrasi???,True,2025-12-30 18:34:18
tiktok,Negatif,112.0,"peci hitam iya iya ,dalam hati gawatttt nihhh gg bsa ngapapain",False,2025-12-18 19:08:47
